!!SBtab	SBtabVersion=’1.0’	TableType=’Reaction’	TableName=’K. brasiliensis SBTab Reaction Table’
!ID	!ReactionFormula	!Identifiers:kegg.reaction	!Identifiers:biocyc	!Gene:Symbol	!IsReversible	!SBML:reaction:id
sbtabreact998	C05404 + C00001 <=> C00124 + C05402	R05549		testGeneSymbol998	False	sbtabreact998
sbtabreact999	C00080 + C00004 + C00143 <=> C00440 + C00003	R07168		testGeneSymbol999	False	sbtabreact999
sbtabreact1000	C00071 + C00003 + C00001 <=> C00080 + C00162 + C00004	R00631		testGeneSymbol1000	True	sbtabreact1000
sbtabreact1001	C00416 + C00063 <=> C00269 + C00013	R01799		testGeneSymbol1001	True	sbtabreact1001
sbtabreact1002	C01613 + C00001 <=> C00124 + C00492	R03634		testGeneSymbol1002	False	sbtabreact1002
sbtabreact1003	C15522 <=> C00268 + C00001	R04734		testGeneSymbol1003	True	sbtabreact1003
sbtabreact1004	C04302 <=> C01302	R03509		testGeneSymbol1004	True	sbtabreact1004
sbtabreact1005	C06010 <=> C04181	R05071		testGeneSymbol1005	True	sbtabreact1005
sbtabreact1006	C00370 + C00029 <=> C03641 + C00015	R02113		testGeneSymbol1006	True	sbtabreact1006
sbtabreact1007	C00342 + C00015 <=> C00343 + C01346 + C00001	R02018		testGeneSymbol1007	False	sbtabreact1007
sbtabreact1008	C00019 + C01977 <=> C00021 + C04157	R00597		testGeneSymbol1008	True	sbtabreact1008
sbtabreact1009	C04751 + C00002 + C00049 <=> C00009 + C00008 + C04823	R04591		testGeneSymbol1009	True	sbtabreact1009
sbtabreact1010	C04090 + C00001 <=> C00496 + C00145	R02418		testGeneSymbol1010	True	sbtabreact1010
sbtabreact1011	C00009 + C00003 + C00118 <=> C00236 + C00080 + C00004	R01061		testGeneSymbol1011	True	sbtabreact1011
sbtabreact1012	C00006 + C05761 <=> C05760 + C00080 + C00005	R04967		testGeneSymbol1012	True	sbtabreact1012
sbtabreact1013	C00064 + C00002 + C00001 + C00049 <=> C00152 + C00020 + C00025 + C00013	R00578		testGeneSymbol1013	True	sbtabreact1013
sbtabreact1014	C00006 + C00101 <=> C00080 + C00005 + C00504	R00940		testGeneSymbol1014	True	sbtabreact1014
sbtabreact1015	C00195 + C00001 <=> C00319 + C00162	R01494		testGeneSymbol1015	True	sbtabreact1015
sbtabreact1016	C01097 + C00063 <=> C03785 + C00112	R03237		testGeneSymbol1016	True	sbtabreact1016
sbtabreact1017	C00006 + C04620 <=> C00080 + C00005 + C05750	R04536		testGeneSymbol1017	True	sbtabreact1017
sbtabreact1018	C00001 + C04549 <=> C00009 + C01194	R03363		testGeneSymbol1018	False	sbtabreact1018
sbtabreact1019	C00668 + C00029 <=> C00689 + C00015	R06226		testGeneSymbol1019	True	sbtabreact1019
sbtabreact1020	C00083 + C00229 <=> C01209 + C00010	R01626		testGeneSymbol1020	True	sbtabreact1020
sbtabreact1021	C00101 + C00003 <=> C00080 + C00004 + C00504	R00937		testGeneSymbol1021	True	sbtabreact1021
sbtabreact1022	C01652 + C00078 + C00002 <=> C03512 + C00020 + C00013	R03664		testGeneSymbol1022	False	sbtabreact1022
sbtabreact1023	C04006 + C00001 <=> C00009 + C00137	R01187		testGeneSymbol1023	True	sbtabreact1023
sbtabreact1024	C00447 <=> C00279 + C00111	R01829		testGeneSymbol1024	True	sbtabreact1024
sbtabreact1025	C01167 + C00001 <=> C00009 + C00585	R02585		testGeneSymbol1025	True	sbtabreact1025
sbtabreact1026	C00014 + C00002 + C00288 <=> C00009 + C00008 + C00169	R07641		testGeneSymbol1026	True	sbtabreact1026
sbtabreact1027	C00256 <=> C00546 + C00001	R09796		testGeneSymbol1027	True	sbtabreact1027
sbtabreact1028	C00212 + C00002 <=> C00008 + C00020	R00185		testGeneSymbol1028	True	sbtabreact1028
sbtabreact1029	C00286 + C00299 <=> C00105 + C00361	R01880		testGeneSymbol1029	True	sbtabreact1029
sbtabreact1030	C00080 + C00005 + C00064 + C00026 <=> C00006 + C00025	R00114		testGeneSymbol1030	False	sbtabreact1030
sbtabreact1031	C00003 + C05223 <=> C05758 + C00080 + C00004	R04724		testGeneSymbol1031	True	sbtabreact1031
sbtabreact1032	C02218 + C00001 <=> C00022 + C00014	R08698		testGeneSymbol1032	True	sbtabreact1032
sbtabreact1033	C00631 <=> C00197	R01518		testGeneSymbol1033	True	sbtabreact1033
sbtabreact1034	C00080 + C00005 + C05535 <=> C00006 + C04076 + C11482	R04390		testGeneSymbol1034	False	sbtabreact1034
sbtabreact1035	C00475 + C00075 <=> C00055 + C00015	R00516		testGeneSymbol1035	True	sbtabreact1035
sbtabreact1036	C01651 + C00188 + C00002 <=> C00020 + C02992 + C00013	R03663		testGeneSymbol1036	False	sbtabreact1036
sbtabreact1037	C00043 + C00110 <=> C00105 + C04500	R05969		testGeneSymbol1037	True	sbtabreact1037
sbtabreact1038	C00357 <=> C04501	R08193		testGeneSymbol1038	True	sbtabreact1038
sbtabreact1039	C03880 + C00001 <=> C03523 + C00066	R04238		testGeneSymbol1039	True	sbtabreact1039
sbtabreact1040	C03263 + C00007 <=> C01079 + C00001 + C00011	R03220		testGeneSymbol1040	False	sbtabreact1040
sbtabreact1041	C00065 <=> C00022 + C00014	R00220		testGeneSymbol1041	True	sbtabreact1041
sbtabreact1042	C00422 + C00001 <=> C00641 + C00162	R02250		testGeneSymbol1042	False	sbtabreact1042
sbtabreact1043	C04666 <=> C01267 + C00001	R03457		testGeneSymbol1043	True	sbtabreact1043
sbtabreact1044	C05382 + C00118 <=> C00117 + C00231	R01641		testGeneSymbol1044	True	sbtabreact1044
sbtabreact1045	C01290 + C00001 <=> C00124 + C01190	R03355		testGeneSymbol1045	False	sbtabreact1045
sbtabreact1046	C00437 + C00025 <=> C00077 + C00624	R02282		testGeneSymbol1046	True	sbtabreact1046
sbtabreact1047	C00075 + C04501 <=> C00043 + C00013	R00416		testGeneSymbol1047	True	sbtabreact1047
sbtabreact1048	C00942 + C00001 <=> C00144	R01234		testGeneSymbol1048	False	sbtabreact1048
sbtabreact1049	C04294 + C00002 <=> C00008 + C04327	R04448		testGeneSymbol1049	True	sbtabreact1049
sbtabreact1050	C04640 + C00002 <=> C00009 + C00008 + C03373	R04208		testGeneSymbol1050	True	sbtabreact1050
sbtabreact1051	C05662 + C00003 <=> C00080 + C00004 + C00011 + C00322	R01934		testGeneSymbol1051	True	sbtabreact1051
sbtabreact1052	C00250 + C00002 <=> C00008 + C00018	R00174		testGeneSymbol1052	False	sbtabreact1052
sbtabreact1053	C00001 + C05378 <=> C00009 + C05345	R04780		testGeneSymbol1053	False	sbtabreact1053
sbtabreact1054	C01650 + C00065 + C00002 <=> C02553 + C00020 + C00013	R03662		testGeneSymbol1054	False	sbtabreact1054
sbtabreact1055	C02225 <=> C00001 + C04225	R04424		testGeneSymbol1055	False	sbtabreact1055
sbtabreact1056	C03428 + C00080 + C00005 <=> C00751 + C00006 + C00013	R02872		testGeneSymbol1056	True	sbtabreact1056
sbtabreact1057	C00161 <=> C00071 + C00011	R00636		testGeneSymbol1057	True	sbtabreact1057
sbtabreact1058	C00118 <=> C00111	R01015		testGeneSymbol1058	True	sbtabreact1058
sbtabreact1059	C02504 <=> C02631 + C00001	R03968		testGeneSymbol1059	True	sbtabreact1059
sbtabreact1060	C04145 + C00156 <=> C03885 + C00013	R07273		testGeneSymbol1060	True	sbtabreact1060
sbtabreact1061	C00007 + C00080 + C00004 + C00077 <=> C00003 + C00001 + C20850	R10790		testGeneSymbol1061	True	sbtabreact1061
sbtabreact1062	C00006 + C00014 + C00001 <=> C00080 + C00005 + C00088	R00789		testGeneSymbol1062	True	sbtabreact1062
sbtabreact1063	C00022 <=> C00011 + C00084	R00224		testGeneSymbol1063	True	sbtabreact1063
sbtabreact1064	C00114 + C00003 <=> C00080 + C00004 + C00576	R08557		testGeneSymbol1064	True	sbtabreact1064
sbtabreact1065	C00390 + C00028 <=> C00030 + C00399	R02166		testGeneSymbol1065	True	sbtabreact1065
sbtabreact1066	C00718 <=> C00369	R02110		testGeneSymbol1066	True	sbtabreact1066
sbtabreact1067	C00665 + C00001 <=> C00009 + C00085	R00763		testGeneSymbol1067	True	sbtabreact1067
sbtabreact1068	C03406 <=> C00122 + C00062	R01086		testGeneSymbol1068	True	sbtabreact1068
sbtabreact1069	C00026 + C00001 + C00024 <=> C00010 + C01251	R00271		testGeneSymbol1069	True	sbtabreact1069
sbtabreact1070	C00080 + C01417 + C00288 <=> C01563 + C00011	R03546		testGeneSymbol1070	False	sbtabreact1070
sbtabreact1071	C00100 + C04253 <=> C00894 + C04570	R04432		testGeneSymbol1071	True	sbtabreact1071
sbtabreact1072	C00079 <=> C00423 + C00014	R00697		testGeneSymbol1072	True	sbtabreact1072
sbtabreact1073	C00020 + C00013 <=> C00147 + C00119	R00190		testGeneSymbol1073	True	sbtabreact1073
sbtabreact1074	C00001 + C05402 <=> C00031 + C00124	R01101		testGeneSymbol1074	False	sbtabreact1074
sbtabreact1075	C01785 + C00007 <=> C05309 + C00001	R00083		testGeneSymbol1075	True	sbtabreact1075
sbtabreact1076	C00158 <=> C00001 + C00417	R01325		testGeneSymbol1076	True	sbtabreact1076
sbtabreact1077	C00857 + C00014 + C00002 <=> C00020 + C00003 + C00013	R00189		testGeneSymbol1077	False	sbtabreact1077
sbtabreact1078	C00006 + C00311 <=> C00080 + C00005 + C00026 + C00011	R00267		testGeneSymbol1078	True	sbtabreact1078
sbtabreact1079	C00080 + C00005 + C00900 <=> C00006 + C04039	R03051		testGeneSymbol1079	False	sbtabreact1079
sbtabreact1080	C05533 <=> C00011 + C00322	R01936		testGeneSymbol1080	False	sbtabreact1080
sbtabreact1081	C00116 + C00002 <=> C00008 + C00093	R00847		testGeneSymbol1081	False	sbtabreact1081
sbtabreact1082	C00001 + C00157 <=> C00162 + C00670	R01309		testGeneSymbol1082	True	sbtabreact1082
sbtabreact1083	C05206 + C00019 <=> C00021 + C05320	R04718		testGeneSymbol1083	True	sbtabreact1083
sbtabreact1084	C00002 + C00956 <=> C00013 + C05560	R03098		testGeneSymbol1084	False	sbtabreact1084
sbtabreact1085	C00328 + C00001 <=> C00041 + C00108	R00987		testGeneSymbol1085	True	sbtabreact1085
sbtabreact1086	C05560 + C11482 <=> C00020 + C05535	R04863		testGeneSymbol1086	False	sbtabreact1086
sbtabreact1087	C17324 + C20641 <=> C20751 + C00020	R10648		testGeneSymbol1087	True	sbtabreact1087
sbtabreact1088	C06124 <=> C06123 + C00346	R06516		testGeneSymbol1088	True	sbtabreact1088
sbtabreact1089	C00006 + C00001 + C00025 <=> C00080 + C00005 + C00014 + C00026	R00248		testGeneSymbol1089	True	sbtabreact1089
sbtabreact1090	C01290 + C00001 <=> C00124 + C01190	R06099		testGeneSymbol1090	True	sbtabreact1090
sbtabreact1091	C04332 <=> C04732 + C00255	R00066		testGeneSymbol1091	True	sbtabreact1091
sbtabreact1092	C00001 + C01083 <=> C00031	R06103		testGeneSymbol1092	True	sbtabreact1092
sbtabreact1093	C05752 + C16240 <=> C16236 + C00229	R07766		testGeneSymbol1093	True	sbtabreact1093
sbtabreact1094	C00006 + C00263 <=> C00441 + C00080 + C00005	R01775		testGeneSymbol1094	True	sbtabreact1094
sbtabreact1095	C05381 + C15972 <=> C00068 + C16254	R03316		testGeneSymbol1095	False	sbtabreact1095
sbtabreact1096	C05435 <=> C02094	R03824		testGeneSymbol1096	True	sbtabreact1096
sbtabreact1097	C06250 + C00002 + C00288 <=> C00009 + C00008 + C04419	R04385		testGeneSymbol1097	True	sbtabreact1097
sbtabreact1098	C00449 + C00003 + C00001 <=> C00080 + C00004 + C00026 + C00047	R00715		testGeneSymbol1098	True	sbtabreact1098
sbtabreact1099	C00014 + C20969 <=> C00009 + C01563	R10949		testGeneSymbol1099	True	sbtabreact1099
sbtabreact1100	C00027 <=> C00007 + C00001	R00009		testGeneSymbol1100	True	sbtabreact1100
sbtabreact1101	C01230 + C00156 <=> C13425 + C00013	R05616		testGeneSymbol1101	True	sbtabreact1101
sbtabreact1102	C00006 + C05755 <=> C00080 + C00005 + C05754	R04962		testGeneSymbol1102	True	sbtabreact1102
sbtabreact1103	C00025 <=> C00011 + C00334	R00261		testGeneSymbol1103	True	sbtabreact1103
sbtabreact1104	C00714 + C00001 <=> C00470 + C00132	R06250		testGeneSymbol1104	True	sbtabreact1104
sbtabreact1105	C00353 <=> C05421 + C00013	R10177		testGeneSymbol1105	True	sbtabreact1105
sbtabreact1106	C00003 + C05764 <=> C00080 + C00004 + C05763	R04969		testGeneSymbol1106	True	sbtabreact1106
sbtabreact1107	C00546 + C00006 + C00001 <=> C00022 + C00080 + C00005	R00205		testGeneSymbol1107	False	sbtabreact1107
sbtabreact1108	C07281 + C15853 <=> C00986 + C15854	R07479		testGeneSymbol1108	True	sbtabreact1108
sbtabreact1109	C00003 + C00001 + C01929 <=> C00080 + C00004 + C00135	R01163		testGeneSymbol1109	True	sbtabreact1109
sbtabreact1110	C00075 + C00001 <=> C00105 + C00013	R00662		testGeneSymbol1110	True	sbtabreact1110
sbtabreact1111	C00640 <=> C00001 + C00658	R02685		testGeneSymbol1111	True	sbtabreact1111
sbtabreact1112	C01649 + C00148 + C00002 <=> C00020 + C02702 + C00013	R03661		testGeneSymbol1112	False	sbtabreact1112
sbtabreact1113	C04419 + C00024 <=> C00083 + C06250	R04386		testGeneSymbol1113	True	sbtabreact1113
sbtabreact1114	C00022 + C00131 <=> C00206 + C00074	R01138		testGeneSymbol1114	True	sbtabreact1114
sbtabreact1115	C00006 + C00254 <=> C00080 + C00005 + C01179 + C00011	R01730		testGeneSymbol1115	True	sbtabreact1115
sbtabreact1116	C00007 + C00314 <=> C00250 + C00027	R01711		testGeneSymbol1116	True	sbtabreact1116
sbtabreact1117	C04692 + C00019 <=> C00021 + C16720	R08468		testGeneSymbol1117	True	sbtabreact1117
sbtabreact1118	C01638 + C00002 + C00049 <=> C02984 + C00020 + C00013	R05577		testGeneSymbol1118	False	sbtabreact1118
sbtabreact1119	C00001 + C00157 <=> C00416 + C00114	R01310		testGeneSymbol1119	True	sbtabreact1119
sbtabreact1120	C01724 + C00007 + C00080 + C00005 <=> C00058 + C11455 + C00006 + C00001	R05640		testGeneSymbol1120	True	sbtabreact1120
sbtabreact1121	C04895 + C00001 <=> C06148	R04639		testGeneSymbol1121	True	sbtabreact1121
sbtabreact1122	C00001 + C00086 <=> C00014 + C00011	R00131		testGeneSymbol1122	True	sbtabreact1122
sbtabreact1123	C00016 + C00527 <=> C01352 + C00877 + C00011	R02487		testGeneSymbol1123	False	sbtabreact1123
sbtabreact1124	C00352 + C00024 <=> C00357 + C00010	R02058		testGeneSymbol1124	False	sbtabreact1124
sbtabreact1125	C00009 + C00170 <=> C04188 + C00147	R01402		testGeneSymbol1125	True	sbtabreact1125
sbtabreact1126	C00105 + C00013 <=> C00119 + C00106	R00966		testGeneSymbol1126	True	sbtabreact1126
sbtabreact1127	C00416 + C00001 <=> C00009 + C00641	R02239		testGeneSymbol1127	False	sbtabreact1127
sbtabreact1128	C00044 + C00001 <=> C00009 + C00035	R00335		testGeneSymbol1128	False	sbtabreact1128
sbtabreact1129	C00931 + C00001 <=> C01024 + C00014	R00084		testGeneSymbol1129	True	sbtabreact1129
sbtabreact1130	C00110 + C00096 <=> C03862 + C00035	R01009		testGeneSymbol1130	True	sbtabreact1130
sbtabreact1131	C00458 + C00299 <=> C00105 + C00705	R02327		testGeneSymbol1131	True	sbtabreact1131
sbtabreact1132	C17324 + C00001 <=> C20451 + C00014	R10223		testGeneSymbol1132	True	sbtabreact1132
sbtabreact1133	C00022 <=> C00900 + C00011	R00006		testGeneSymbol1133	False	sbtabreact1133
sbtabreact1134	C00019 + C01051 <=> C00021 + C02463	R03194		testGeneSymbol1134	True	sbtabreact1134
sbtabreact1135	C00010 + C00149 <=> C00001 + C00048 + C00024	R00472		testGeneSymbol1135	True	sbtabreact1135
sbtabreact1136	C00005 + C00996 <=> C00006 + C00999	R08539		testGeneSymbol1136	True	sbtabreact1136
sbtabreact1137	C14800 + C00051 <=> C14805	R07025		testGeneSymbol1137	True	sbtabreact1137
sbtabreact1138	C00631 <=> C00001 + C00074	R00658		testGeneSymbol1138	True	sbtabreact1138
sbtabreact1139	C00003 + C05167 + C00001 <=> C00080 + C00004 + C00161 + C00014	R00145		testGeneSymbol1139	True	sbtabreact1139
sbtabreact1140	C00064 + C00001 <=> C00014 + C00025	R00256		testGeneSymbol1140	True	sbtabreact1140
sbtabreact1141	C00017 + C00002 <=> C00008 + C00562	R00162		testGeneSymbol1141	True	sbtabreact1141
sbtabreact1142	C00002 + C00144 <=> C00008 + C00035	R00332		testGeneSymbol1142	True	sbtabreact1142
sbtabreact1143	C01209 + C05223 <=> C05759 + C00229 + C00011	R04726		testGeneSymbol1143	True	sbtabreact1143
sbtabreact1144	C00233 + C00011 <=> C04236	R01652		testGeneSymbol1144	True	sbtabreact1144
sbtabreact1145	C00019 + C05813 <=> C00021 + C05814	R04990		testGeneSymbol1145	True	sbtabreact1145
sbtabreact1146	C01563 <=> C00014 + C00011	R07316		testGeneSymbol1146	False	sbtabreact1146
sbtabreact1147	C15973 + C00024 <=> C00010 + C16255	R02569		testGeneSymbol1147	True	sbtabreact1147
sbtabreact1148	C00002 + C00288 + C00024 <=> C00083 + C00009 + C00008	R00742		testGeneSymbol1148	True	sbtabreact1148
sbtabreact1149	C00079 + C01648 + C00002 <=> C00020 + C03511 + C00013	R03660		testGeneSymbol1149	False	sbtabreact1149
sbtabreact1150	C00343 + C00001 + C00705 <=> C00342 + C00112	R02024		testGeneSymbol1150	True	sbtabreact1150
sbtabreact1151	C00080 + C00004 + C00028 <=> C00030 + C00003	R00281		testGeneSymbol1151	True	sbtabreact1151
sbtabreact1152	C00605 + C00641 <=> C00010 + C00422	R02694		testGeneSymbol1152	True	sbtabreact1152
sbtabreact1153	C04874 <=> C01300 + C00266	R03504		testGeneSymbol1153	True	sbtabreact1153
sbtabreact1154	C05847 + C00156 <=> C05848 + C00013	R05000		testGeneSymbol1154	True	sbtabreact1154
sbtabreact1155	C00026 + C00049 <=> C00025 + C00036	R00355		testGeneSymbol1155	True	sbtabreact1155
sbtabreact1156	C00497 + C00003 <=> C00022 + C00080 + C00004 + C00011	R00215		testGeneSymbol1156	True	sbtabreact1156
sbtabreact1157	C00009 + C00212 <=> C00620 + C00147	R01561		testGeneSymbol1157	True	sbtabreact1157
sbtabreact1158	C02739 + C00013 <=> C00002 + C00119	R01071		testGeneSymbol1158	True	sbtabreact1158
sbtabreact1159	C00030 + C00027 <=> C00028 + C00001	R03532		testGeneSymbol1159	True	sbtabreact1159
sbtabreact1160	C00001 + C05403 <=> C00221 + C05394	R04783		testGeneSymbol1160	True	sbtabreact1160
sbtabreact1161	C00104 + C00002 <=> C00008 + C00081	R00722		testGeneSymbol1161	True	sbtabreact1161
sbtabreact1162	C00001 + C05403 <=> C00221 + C05394	R06144		testGeneSymbol1162	True	sbtabreact1162
sbtabreact1163	C03451 <=> C00546 + C00051	R02530		testGeneSymbol1163	True	sbtabreact1163
sbtabreact1164	C00006 + C00555 + C00001 <=> C00080 + C00005 + C00334	R01986		testGeneSymbol1164	True	sbtabreact1164
sbtabreact1165	C01137 + C00134 <=> C00315 + C00170	R01920		testGeneSymbol1165	True	sbtabreact1165
sbtabreact1166	C01902 + C00019 <=> C00021 + C08830	R07481		testGeneSymbol1166	True	sbtabreact1166
sbtabreact1167	C00093 + C15602 <=> C15603 + C00111	R00849		testGeneSymbol1167	True	sbtabreact1167
sbtabreact1168	C00019 + C01051 <=> C00021 + C15527	R07237		testGeneSymbol1168	True	sbtabreact1168
sbtabreact1169	C05662 <=> C04002 + C00001	R04371		testGeneSymbol1169	True	sbtabreact1169
sbtabreact1170	C00041 + C00026 <=> C00022 + C00025	R00258		testGeneSymbol1170	True	sbtabreact1170
sbtabreact1171	C00343 + C00206 + C00001 <=> C00008 + C00342	R02017		testGeneSymbol1171	True	sbtabreact1171
sbtabreact1172	C00043 + C04500 <=> C00015 + C04537	R05970		testGeneSymbol1172	True	sbtabreact1172
sbtabreact1173	C00001 + C01235 <=> C00137 + C00124	R01194		testGeneSymbol1173	True	sbtabreact1173
sbtabreact1174	C00430 <=> C00931 + C00001	R00036		testGeneSymbol1174	True	sbtabreact1174
sbtabreact1175	C00044 + C00001 <=> C00013 + C00144	R00426		testGeneSymbol1175	False	sbtabreact1175
sbtabreact1176	C00013 + C01103 <=> C00295 + C00119	R01870		testGeneSymbol1176	True	sbtabreact1176
sbtabreact1177	C00165 + C00001 <=> C01885 + C00060	R05209		testGeneSymbol1177	True	sbtabreact1177
sbtabreact1178	C05745 + C00003 <=> C04246 + C00080 + C00004	R04429		testGeneSymbol1178	True	sbtabreact1178
sbtabreact1179	C00286 + C00001 <=> C00362 + C00013	R01855		testGeneSymbol1179	False	sbtabreact1179
sbtabreact1180	C00185 + C00001 <=> C00031	R00306		testGeneSymbol1180	False	sbtabreact1180
sbtabreact1181	C00460 + C00299 <=> C00105 + C01346	R02332		testGeneSymbol1181	True	sbtabreact1181
sbtabreact1182	C00044 + C02100 <=> C02031 + C00013	R03828		testGeneSymbol1182	True	sbtabreact1182
sbtabreact1183	C00007 + C17552 <=> C00001 + C17560	R08773		testGeneSymbol1183	True	sbtabreact1183
sbtabreact1184	C00093 + C00399 <=> C00390 + C00111	R08657		testGeneSymbol1184	True	sbtabreact1184
sbtabreact1185	C04696 + C00001 <=> C03998 + C16669	R04368		testGeneSymbol1185	True	sbtabreact1185
sbtabreact1186	C00007 + C00137 <=> C00191 + C00001	R01184		testGeneSymbol1186	False	sbtabreact1186
sbtabreact1187	C01209 + C00173 <=> C00229 + C00685 + C00011	R02768		testGeneSymbol1187	True	sbtabreact1187
sbtabreact1188	C00787 + C00082 + C00002 <=> C02839 + C00020 + C00013	R02918		testGeneSymbol1188	False	sbtabreact1188
sbtabreact1189	C00022 + C00068 <=> C05125 + C00011	R00014		testGeneSymbol1189	False	sbtabreact1189
sbtabreact1190	C01194 + C00002 <=> C00008 + C04549	R03362		testGeneSymbol1190	False	sbtabreact1190
sbtabreact1191	C00019 + C00039 <=> C00021 + C02967	R00380		testGeneSymbol1191	True	sbtabreact1191
sbtabreact1192	C00860 + C00003 + C00001 <=> C00080 + C00004 + C00135	R01158		testGeneSymbol1192	False	sbtabreact1192
sbtabreact1193	C00184 + C00074 <=> C00022 + C00111	R01012		testGeneSymbol1193	True	sbtabreact1193
sbtabreact1194	C00475 + C00131 <=> C00055 + C00206	R01548		testGeneSymbol1194	True	sbtabreact1194
sbtabreact1195	C01157 + C00003 <=> C00080 + C04281 + C00004	R03291		testGeneSymbol1195	True	sbtabreact1195
sbtabreact1196	C00002 + C00037 + C01642 <=> C00020 + C00013 + C02412	R03654		testGeneSymbol1196	False	sbtabreact1196
sbtabreact1197	C03427 <=> C05421 + C00013	R04218		testGeneSymbol1197	True	sbtabreact1197
sbtabreact1198	C02739 + C00001 <=> C02741 + C00013	R04035		testGeneSymbol1198	True	sbtabreact1198
sbtabreact1199	C00420 + C00096 <=> C05864 + C00035	R06128		testGeneSymbol1199	True	sbtabreact1199
sbtabreact1200	C00020 + C00002 <=> C00008	R00127		testGeneSymbol1200	True	sbtabreact1200
sbtabreact1201	C04637 + C00001 <=> C00009 + C01277	R04404		testGeneSymbol1201	False	sbtabreact1201
sbtabreact1202	C00117 + C00002 <=> C00020 + C00119	R01049		testGeneSymbol1202	True	sbtabreact1202
sbtabreact1203	C03862 + C02189 <=> C00110 + C00420	R07620		testGeneSymbol1203	True	sbtabreact1203
sbtabreact1204	C00022 + C00002 + C00288 <=> C00009 + C00008 + C00036	R00344		testGeneSymbol1204	True	sbtabreact1204
sbtabreact1205	C00002 + C00418 <=> C00008 + C01107	R02245		testGeneSymbol1205	True	sbtabreact1205
sbtabreact1206	C00007 + C00534 + C00001 <=> C00250 + C00027 + C00014	R01710		testGeneSymbol1206	True	sbtabreact1206
sbtabreact1207	C00475 + C00460 <=> C00055 + C01346	R02372		testGeneSymbol1207	True	sbtabreact1207
sbtabreact1208	C00137 + C00269 <=> C00055 + C01194	R01802		testGeneSymbol1208	True	sbtabreact1208
sbtabreact1209	C04302 + C00013 <=> C00108 + C00119	R01073		testGeneSymbol1209	True	sbtabreact1209
sbtabreact1210	C06126 + C00001 <=> C02686 + C00124	R06094		testGeneSymbol1210	True	sbtabreact1210
sbtabreact1211	C00002 <=> C00013 + C00575	R00089		testGeneSymbol1211	False	sbtabreact1211
sbtabreact1212	C00006 + C00001 + C03912 <=> C00080 + C00005 + C00025	R00708		testGeneSymbol1212	True	sbtabreact1212
sbtabreact1213	C05345 + C00002 <=> C00008 + C05378	R04779		testGeneSymbol1213	True	sbtabreact1213
sbtabreact1214	C00105 + C00002 <=> C00008 + C00015	R00158		testGeneSymbol1214	True	sbtabreact1214
sbtabreact1215	C05747 + C00006 <=> C05746 + C00080 + C00005	R04953		testGeneSymbol1215	True	sbtabreact1215
sbtabreact1216	C01097 + C00002 <=> C00008 + C03785	R03236		testGeneSymbol1216	True	sbtabreact1216
sbtabreact1217	C00002 + C00085 <=> C00008 + C00354	R00756		testGeneSymbol1217	False	sbtabreact1217
sbtabreact1218	C00135 + C00002 + C01643 <=> C00020 + C02988 + C00013	R03655		testGeneSymbol1218	False	sbtabreact1218
sbtabreact1219	C00944 <=> C02637 + C00001	R03084		testGeneSymbol1219	True	sbtabreact1219
sbtabreact1220	C04570 + C00399 <=> C00390 + C04253	R04433		testGeneSymbol1220	True	sbtabreact1220
sbtabreact1221	C00718 <=> C00369	R06186		testGeneSymbol1221	True	sbtabreact1221
sbtabreact1222	C14802 + C00051 <=> C14803	R07023		testGeneSymbol1222	True	sbtabreact1222
sbtabreact1223	C00244 + C15603 <=> C00088 + C15602 + C00001	R09497		testGeneSymbol1223	True	sbtabreact1223
sbtabreact1224	C01209 + C05752 <=> C05753 + C00229 + C00011	R04960		testGeneSymbol1224	True	sbtabreact1224
sbtabreact1225	C01172 <=> C05345	R03321		testGeneSymbol1225	True	sbtabreact1225
sbtabreact1226	C05434 <=> C16291	R07856		testGeneSymbol1226	False	sbtabreact1226
sbtabreact1227	C01646 + C00002 + C00047 <=> C00020 + C01931 + C00013	R03658		testGeneSymbol1227	False	sbtabreact1227
sbtabreact1228	C00092 + C00029 <=> C00689 + C00015	R00836		testGeneSymbol1228	True	sbtabreact1228
sbtabreact1229	C00065 + C00013 <=> C00009 + C01005	R00584		testGeneSymbol1229	True	sbtabreact1229
sbtabreact1230	C05923 <=> C06148	R05048		testGeneSymbol1230	True	sbtabreact1230
sbtabreact1231	C00003 + C00014 + C00001 <=> C00080 + C00004 + C00088	R00787		testGeneSymbol1231	False	sbtabreact1231
sbtabreact1232	C00585 + C00002 <=> C00008 + C01167	R02584		testGeneSymbol1232	True	sbtabreact1232
sbtabreact1233	C00197 + C00003 <=> C00080 + C00004 + C03232	R01513		testGeneSymbol1233	True	sbtabreact1233
sbtabreact1234	C00166 + C00049 <=> C00079 + C00036	R00695		testGeneSymbol1234	True	sbtabreact1234
sbtabreact1235	C00044 + C00001 <=> C00058 + C04895	R00424		testGeneSymbol1235	True	sbtabreact1235
sbtabreact1236	C00002 + C00025 + C00921 <=> C00009 + C00415 + C00008	R02237		testGeneSymbol1236	True	sbtabreact1236
sbtabreact1237	C00235 + C00066 <=> C04432 + C00013	R01122		testGeneSymbol1237	True	sbtabreact1237
sbtabreact1238	C00025 + C00024 <=> C00010 + C00624	R00259		testGeneSymbol1238	True	sbtabreact1238
sbtabreact1239	C00002 + C00001 <=> C00009 + C00008	R00086		testGeneSymbol1239	False	sbtabreact1239
