!!SBtab	SBtabVersion=’1.0’	TableType=’Reaction’	TableName=’K. brasiliensis SBTab Reaction Table’
!ID	!ReactionFormula	!Identifiers:kegg.reaction	!Identifiers:biocyc	!Gene:Symbol	!IsReversible
sbtabreact694	C01885 + C00001 <=> C00162 + C00116 + C00080		_3__46__1__46__1__46__23__45__RXN	testGeneSymbol694	False
sbtabreact695	C14710 + C00003 <=> C00080 + CPD__45__7000 + C00004		RXN__45__7657	testGeneSymbol695	True
sbtabreact696	C02415 + C00019 <=> C03702 + C00080 + C00021		HISTONE__45__LYSINE__45__N__45__METHYLTRANSFERASE__45__RXN	testGeneSymbol696	True
sbtabreact697	C00080 + C02223 + C00004 <=> CPD__45__7033 + C00003		RXN__45__7694	testGeneSymbol697	False
sbtabreact698	CPD__45__10330 + C00002 <=> C00117 + C00080 + C00008		RIBOKIN__45__RXN	testGeneSymbol698	False
sbtabreact699	INDOLE__45__3__45__GLYCOL + C00003 <=> C03230 + C00004 + C00080		RXN__45__5424	testGeneSymbol699	True
sbtabreact700	C01801 + C00002 <=> C00673 + C00008 + C00080		RXN__45__14223	testGeneSymbol700	False
sbtabreact701	C04409 + C00080 <=> C03824 + C00011		AMINO__45__CARBOXYMUCONATE__45__SEMIALDEHYDE__45__RXN	testGeneSymbol701	True
sbtabreact702	CPD__45__7036 + C00004 + C00080 <=> CPD__45__7037 + C00003		RXN__45__7706	testGeneSymbol702	False
sbtabreact703	CPD__45__8619 + C00006 <=> CPD__45__8620 + C00011 + C00005		RXN66__45__23__45__CPD__45__8619__47__NADP__47____47__CPD__45__8620__47__CARBON__45__DIOXIDE__47__NADPH__46__45__46__	testGeneSymbol703	False
sbtabreact704	CPD__45__8619 + C00003 <=> CPD__45__8620 + C00011 + C00004		RXN66__45__23__45__CPD__45__8619__47__NAD__47____47__CPD__45__8620__47__CARBON__45__DIOXIDE__47__NADH__46__43__46__	testGeneSymbol704	False
sbtabreact705	CPD__45__11671 + C00003 <=> C05634 + C00004 + C00080		RXN__45__10781	testGeneSymbol705	True
sbtabreact706	CPD__45__8618 + C00005 + C00007 <=> CPD__45__8619 + C00006 + C00001		RXN66__45__22__45__CPD__45__8618__47__NADPH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__8619__47__NADP__47__WATER__46__52__46__	testGeneSymbol706	False
sbtabreact707	CPD__45__8618 + C00004 + C00007 <=> CPD__45__8619 + C00003 + C00001		RXN66__45__22__45__CPD__45__8618__47__NADH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__8619__47__NAD__47__WATER__46__50__46__	testGeneSymbol707	False
sbtabreact708	CPD__45__8617 + C00005 + C00007 + C00080 <=> CPD__45__8618 + C00006 + C00001		RXN66__45__21__45__CPD__45__8617__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8618__47__NADP__47__WATER__46__59__46__	testGeneSymbol708	False
sbtabreact709	CPD__45__8617 + C00004 + C00007 + C00080 <=> CPD__45__8618 + C00003 + C00001		RXN66__45__21__45__CPD__45__8617__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8618__47__NAD__47__WATER__46__57__46__	testGeneSymbol709	False
sbtabreact710	C00469 + C00003 <=> C00084 + C00004 + C00080		ALCOHOL__45__DEHYDROG__45__RXN	testGeneSymbol710	False
sbtabreact711	C05979 + C00003 <=> C00479 + C00004 + C00080		RXN__45__13198	testGeneSymbol711	True
sbtabreact712	C01389 + C00003 <=> CPD__45__14926 + C00004 + C00080		RXN66__45__478	testGeneSymbol712	True
sbtabreact713	C05110 + C00005 + C00007 + C00080 <=> CPD__45__8617 + C00006 + C00001		RXN66__45__20__45__CPD__45__4184__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8617__47__NADP__47__WATER__46__59__46__	testGeneSymbol713	False
sbtabreact714	C05110 + C00004 + C00007 + C00080 <=> CPD__45__8617 + C00003 + C00001		RXN66__45__20__45__CPD__45__4184__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8617__47__NAD__47__WATER__46__57__46__	testGeneSymbol714	False
sbtabreact715	CPD__45__8613 + C00006 <=> CPD__45__8614 + C00005 + C00011		RXN66__45__18__45__CPD__45__8613__47__NADP__47____47__CPD__45__8614__47__NADPH__47__CARBON__45__DIOXIDE__46__45__46__	testGeneSymbol715	False
sbtabreact716	CPD__45__8613 + C00003 <=> CPD__45__8614 + C00004 + C00011		RXN66__45__18__45__CPD__45__8613__47__NAD__47____47__CPD__45__8614__47__NADH__47__CARBON__45__DIOXIDE__46__43__46__	testGeneSymbol716	False
sbtabreact717	CPD__45__8612 + C00005 + C00007 <=> CPD__45__8613 + C00006 + C00001		RXN66__45__17__45__CPD__45__8612__47__NADPH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__8613__47__NADP__47__WATER__46__52__46__	testGeneSymbol717	False
sbtabreact718	CPD__45__8612 + C00004 + C00007 <=> CPD__45__8613 + C00003 + C00001		RXN66__45__17__45__CPD__45__8612__47__NADH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__8613__47__NAD__47__WATER__46__50__46__	testGeneSymbol718	False
sbtabreact719	CPD__45__8611 + C00005 + C00007 + C00080 <=> CPD__45__8612 + C00006 + C00001		RXN66__45__16__45__CPD__45__8611__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8612__47__NADP__47__WATER__46__59__46__	testGeneSymbol719	False
sbtabreact720	CPD__45__8611 + C00004 + C00007 + C00080 <=> CPD__45__8612 + C00003 + C00001		RXN66__45__16__45__CPD__45__8611__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8612__47__NAD__47__WATER__46__57__46__	testGeneSymbol720	False
sbtabreact721	C15915 + C00005 + C00007 + C00080 <=> CPD__45__8611 + C00006 + C00001		RXN66__45__15__45__CPD__45__8610__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8611__47__NADP__47__WATER__46__59__46__	testGeneSymbol721	False
sbtabreact722	C15915 + C00004 + C00007 + C00080 <=> CPD__45__8611 + C00003 + C00001		RXN66__45__15__45__CPD__45__8610__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8611__47__NAD__47__WATER__46__57__46__	testGeneSymbol722	False
sbtabreact723	CPD__45__11529 + C00024 <=> CPD__45__11528 + C00010		RXN__45__10701	testGeneSymbol723	True
sbtabreact724	CPD__45__15687 + C00010 <=> CPD__45__15688 + C00024		RXN__45__14799	testGeneSymbol724	False
sbtabreact725	CPD__45__15678 + C00010 <=> CPD__45__15663 + C00024		RXN__45__14793	testGeneSymbol725	False
sbtabreact726	CPD__45__4702 + C00006 <=> CPD__45__4581 + C00005 + C00011		RXN66__45__318__45__CPD__45__4702__47__NADP__47____47__CPD__45__4581__47__NADPH__47__CARBON__45__DIOXIDE__46__45__46__	testGeneSymbol726	False
sbtabreact727	CPD__45__4702 + C00003 <=> CPD__45__4581 + C00004 + C00011		RXN66__45__318__45__CPD__45__4702__47__NAD__47____47__CPD__45__4581__47__NADH__47__CARBON__45__DIOXIDE__46__43__46__	testGeneSymbol727	False
sbtabreact728	CPD__45__4580 + C00005 + C00007 <=> CPD__45__4702 + C00006 + C00001		RXN66__45__317__45__CPD__45__4580__47__NADPH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__4702__47__NADP__47__WATER__46__52__46__	testGeneSymbol728	False
sbtabreact729	CPD__45__4580 + C00004 + C00007 <=> CPD__45__4702 + C00003 + C00001		RXN66__45__317__45__CPD__45__4580__47__NADH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__4702__47__NAD__47__WATER__46__50__46__	testGeneSymbol729	False
sbtabreact730	CPD__45__4579 + C00005 + C00007 + C00080 <=> CPD__45__4580 + C00006 + C00001		RXN66__45__316__45__CPD__45__4579__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4580__47__NADP__47__WATER__46__59__46__	testGeneSymbol730	False
sbtabreact731	CPD__45__4579 + C00004 + C00007 + C00080 <=> CPD__45__4580 + C00003 + C00001		RXN66__45__316__45__CPD__45__4579__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4580__47__NAD__47__WATER__46__57__46__	testGeneSymbol731	False
sbtabreact732	CPD__45__15667 + C00010 <=> CPD__45__15668 + C00024		RXN__45__14774	testGeneSymbol732	False
sbtabreact733	C05103 + C00005 + C00007 + C00080 <=> CPD__45__4579 + C00006 + C00001		RXN66__45__315__45__4__45__METHYL__45__824__45__CHOLESTADIENOL__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4579__47__NADP__47__WATER__46__78__46__	testGeneSymbol733	False
sbtabreact734	C05103 + C00004 + C00007 + C00080 <=> CPD__45__4579 + C00003 + C00001		RXN66__45__315__45__4__45__METHYL__45__824__45__CHOLESTADIENOL__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4579__47__NAD__47__WATER__46__76__46__	testGeneSymbol734	False
sbtabreact735	C15808 + C00006 <=> C15816 + C00005 + C00011		RXN66__45__313__45__CPD__45__4577__47__NADP__47____47__CPD__45__4578__47__NADPH__47__CARBON__45__DIOXIDE__46__45__46__	testGeneSymbol735	False
sbtabreact736	C15808 + C00003 <=> C15816 + C00004 + C00011		RXN66__45__313__45__CPD__45__4577__47__NAD__47____47__CPD__45__4578__47__NADH__47__CARBON__45__DIOXIDE__46__43__46__	testGeneSymbol736	False
sbtabreact737	CPD__45__4576 + C00005 + C00007 <=> C15808 + C00006 + C00001		RXN66__45__312__45__CPD__45__4576__47__NADPH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__4577__47__NADP__47__WATER__46__52__46__	testGeneSymbol737	False
sbtabreact738	CPD__45__4576 + C00004 + C00007 <=> C15808 + C00003 + C00001		RXN66__45__312__45__CPD__45__4576__47__NADH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__4577__47__NAD__47__WATER__46__50__46__	testGeneSymbol738	False
sbtabreact739	CPD__45__4575 + C00005 + C00007 + C00080 <=> CPD__45__4576 + C00006 + C00001		RXN66__45__311__45__CPD__45__4575__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4576__47__NADP__47__WATER__46__59__46__	testGeneSymbol739	False
sbtabreact740	CPD__45__4575 + C00004 + C00007 + C00080 <=> CPD__45__4576 + C00003 + C00001		RXN66__45__311__45__CPD__45__4575__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4576__47__NAD__47__WATER__46__57__46__	testGeneSymbol740	False
sbtabreact741	C00601 + C00001 + C00003 <=> C07086 + C00004 + C00080		PHENDEHYD__45__RXN	testGeneSymbol741	False
sbtabreact742	C05108 + C00005 + C00007 + C00080 <=> CPD__45__4575 + C00006 + C00001		RXN66__45__310__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4575__47__NADP__47__WATER__46__81__46__	testGeneSymbol742	False
sbtabreact743	C05108 + C00004 + C00007 + C00080 <=> CPD__45__4575 + C00003 + C00001		RXN66__45__310__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4575__47__NAD__47__WATER__46__79__46__	testGeneSymbol743	False
sbtabreact744	C00002 + C00001 <=> C00008 + C00009 + C00080		TRANS__45__RXNTFS__45__13	testGeneSymbol744	False
sbtabreact745	C11455 + C00005 + C00080 <=> C05108 + C00006		RXN66__45__306	testGeneSymbol745	False
sbtabreact746	CPD__45__15691 + C00010 <=> CPD__45__15692 + C00024		RXN__45__14803	testGeneSymbol746	False
sbtabreact747	C16331 + C00024 <=> CPD__45__11520 + C00010		RXN__45__10699	testGeneSymbol747	True
sbtabreact748	C07103 + C00004 + C00080 <=> C02814 + C00003		_1__46__6__46__5__46__7__45__RXN	testGeneSymbol748	True
sbtabreact749	CPD__45__13700 + C00024 <=> CPD__45__13699 + C00010		RXN__45__12710	testGeneSymbol749	True
sbtabreact750	CPD__45__11529 + C00001 <=> C00080 + C16317 + C00010		RXN__45__10708	testGeneSymbol750	False
sbtabreact751	C16532 + C00001 <=> CPD__45__14268 + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__14269__47__WATER__47____47__CPD__45__14268__47__CO__45__A__47__PROTON__46__39__46__	testGeneSymbol751	False
sbtabreact752	C00136 + C00001 <=> C00246 + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__BUTYRYL__45__COA__47__WATER__47____47__BUTYRIC_ACID__47__CO__45__A__47__PROTON__46__44__46__	testGeneSymbol752	False
sbtabreact753	C00100 + C00001 <=> C00163 + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__PROPIONYL__45__COA__47__WATER__47____47__PROPIONATE__47__CO__45__A__47__PROTON__46__44__46__	testGeneSymbol753	False
sbtabreact754	C00154 + C00001 <=> C00080 + C00249 + C00010		PALMITOYL__45__COA__45__HYDROLASE__45__RXN	testGeneSymbol754	False
sbtabreact755	C00412 + C00001 <=> C00080 + C01530 + C00010		RXN__45__9624	testGeneSymbol755	False
sbtabreact756	CPD__45__14675 + C00001 <=> PRISTANATE + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__14675__47__WATER__47____47__PRISTANATE__47__CO__45__A__47__PROTON__46__40__46__	testGeneSymbol756	False
sbtabreact757	C01832 + C00001 <=> C02679 + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__LAUROYLCOA__45__CPD__47__WATER__47____47__DODECANOATE__47__CO__45__A__47__PROTON__46__46__46__	testGeneSymbol757	False
sbtabreact758	C01944 + C00001 <=> C06423 + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__196__47__WATER__47____47__CPD__45__195__47__CO__45__A__47__PROTON__46__35__46__	testGeneSymbol758	False
sbtabreact759	C05274 + C00001 <=> C01571 + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__10267__47__WATER__47____47__CPD__45__3617__47__CO__45__A__47__PROTON__46__38__46__	testGeneSymbol759	False
sbtabreact760	CPD__45__11517 + C00001 <=> C04780 + C00010 + C00080		ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__11517__47__WATER__47____47__CPD__45__730__47__CO__45__A__47__PROTON__46__37__46__	testGeneSymbol760	False
sbtabreact761	CPD__45__11525 + C00024 <=> CPD__45__11524 + C00010		RXN__45__10700	testGeneSymbol761	True
sbtabreact762	CPD__45__15676 + C00010 <=> CPD__45__15677 + C00024		RXN__45__14788	testGeneSymbol762	False
sbtabreact763	C02949 + C00024 <=> CPD__45__10600 + C00010		RXN__45__11246	testGeneSymbol763	True
sbtabreact764	C02944 + C00024 <=> CPD__45__15244 + C00010		RXN__45__14394	testGeneSymbol764	True
sbtabreact765	C20951 + C00026 <=> C00025 + C20950		RXN__45__15007	testGeneSymbol765	True
sbtabreact766	C01832 + C00024 <=> C05261 + C00010		RXN__45__14268	testGeneSymbol766	True
sbtabreact767	C00136 + C00024 <=> C05269 + C00010		RXN__45__12565	testGeneSymbol767	True
sbtabreact768	C05270 + C00024 <=> C05267 + C00010		RXN__45__14277	testGeneSymbol768	True
sbtabreact769	C01944 + C00024 <=> C05265 + C00010		RXN__45__13617	testGeneSymbol769	True
sbtabreact770	C05274 + C00024 <=> C05263 + C00010		RXN__45__14274	testGeneSymbol770	True
sbtabreact771	C05261 + C00010 <=> C01832 + C00024		KETOACYLCOATHIOL__45__RXN__45__LAUROYLCOA__45__CPD__47__ACETYL__45__COA__47____47__CPD__45__10284__47__CO__45__A__46__42__46__	testGeneSymbol771	False
sbtabreact772	C05259 + C00010 <=> C02593 + C00024		KETOACYLCOATHIOL__45__RXN__45__TETRADECANOYL__45__COA__47__ACETYL__45__COA__47____47__3__45__OXOPALMITOYL__45__COA__47__CO__45__A__46__54__46__	testGeneSymbol772	False
sbtabreact773	POLYMER__45__INST__45__3__45__KETOACYL__45__COA__45__C14__45__H28 + C00010 <=> C00154 + C00024		KETOACYLCOATHIOL__45__RXN__45__PALMITYL__45__COA__47__ACETYL__45__COA__47____47__POLYMER__45__INST__45__3__45__KETOACYL__45__COA__45__C14__45__H28__47__CO__45__A__46__66__46__	testGeneSymbol773	False
sbtabreact774	CPD__45__14271 + C00010 <=> C00412 + C00024		KETOACYLCOATHIOL__45__RXN__45__STEAROYL__45__COA__47__ACETYL__45__COA__47____47__CPD__45__14271__47__CO__45__A__46__40__46__	testGeneSymbol774	False
sbtabreact775	CPD__45__10283 + C00010 <=> C02041 + C00024		KETOACYLCOATHIOL__45__RXN__45__CPD__45__9965__47__ACETYL__45__COA__47____47__CPD__45__10283__47__CO__45__A__46__36__46__	testGeneSymbol775	False
sbtabreact776	C00001 + C00243 <=> C00962 + C00221		BETAGALACTOSID__45__RXN	testGeneSymbol776	False
sbtabreact777	C00026 + C00078 <=> C00025 + C00331		TRYPTOPHAN__45__AMINOTRANSFERASE__45__RXN	testGeneSymbol777	True
sbtabreact778	C00261 + C00001 + C00006 <=> C00180 + C00005 + C00080		BENZALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN	testGeneSymbol778	False
sbtabreact779	C00261 + C00001 + C00003 <=> C00180 + C00004 + C00080		BENZALDEHYDE__45__DEHYDROGENASE__45__NAD__43____45__RXN	testGeneSymbol779	False
sbtabreact780	C00546 + C00006 + C00001 <=> C00022 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__METHYL__45__GLYOXAL__47__NADP__47__WATER__47____47__PYRUVATE__47__NADPH__47__PROTON__46__49__46__	testGeneSymbol780	False
sbtabreact781	C00546 + C00003 + C00001 <=> C00022 + C00004 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__METHYL__45__GLYOXAL__47__NAD__47__WATER__47____47__PYRUVATE__47__NADH__47__PROTON__46__47__46__	testGeneSymbol781	False
sbtabreact782	CPD__45__14926 + C00006 + C00001 <=> CPD__45__14927 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__14926__47__NADP__47__WATER__47____47__CPD__45__14927__47__NADPH__47__PROTON__46__45__46__	testGeneSymbol782	False
sbtabreact783	CPD__45__14926 + C00003 + C00001 <=> CPD__45__14927 + C00004 + C00080		RXN66__45__479	testGeneSymbol783	True
sbtabreact784	C01545 + C00006 + C00001 <=> C06423 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__371__47__NADP__47__WATER__47____47__CPD__45__195__47__NADPH__47__PROTON__46__41__46__	testGeneSymbol784	False
sbtabreact785	C01545 + C00003 + C00001 <=> C06423 + C00004 + C00080		R222__45__RXN	testGeneSymbol785	True
sbtabreact786	C00479 + C00006 + C00001 <=> C00163 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__665__47__NADP__47__WATER__47____47__PROPIONATE__47__NADPH__47__PROTON__46__44__46__	testGeneSymbol786	False
sbtabreact787	C00479 + C00003 + C00001 <=> C00163 + C00004 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__665__47__NAD__47__WATER__47____47__PROPIONATE__47__NADH__47__PROTON__46__42__46__	testGeneSymbol787	False
sbtabreact788	C00084 + C00001 + C00003 <=> C00033 + C00004 + C00080		RXN66__45__3	testGeneSymbol788	False
sbtabreact789	C06202 + C00006 + C00001 <=> C00805 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__SALICYLALDEHYDE__47__NADP__47__WATER__47____47__CPD__45__110__47__NADPH__47__PROTON__46__49__46__	testGeneSymbol789	False
sbtabreact790	C06202 + C00003 + C00001 <=> C00805 + C00004 + C00080		_1__46__2__46__1__46__65__45__RXN	testGeneSymbol790	True
sbtabreact791	C00376 + C00006 + C00001 <=> C00777 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__RETINAL__47__NADP__47__WATER__47____47__RETINOATE__47__NADPH__47__PROTON__46__43__46__	testGeneSymbol791	False
sbtabreact792	C00376 + C00003 + C00001 <=> C00777 + C00004 + C00080		RETINAL__45__DEHYDROGENASE__45__RXN	testGeneSymbol792	True
sbtabreact793	C03461 + C00006 + C00001 <=> C16502 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__2__45__TRANS6__45__TRANS__45__FARNESAL__47__NADP__47__WATER__47____47__CPD__45__12585__47__NADPH__47__PROTON__46__59__46__	testGeneSymbol793	False
sbtabreact794	C03461 + C00003 + C00001 <=> C16502 + C00004 + C00080		RXN__45__11619	testGeneSymbol794	True
sbtabreact795	C15488 + C00006 + C00001 <=> C06108 + C00005 + C00080		ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__12708__47__NADP__47__WATER__47____47__CPD__45__12709__47__NADPH__47__PROTON__46__45__46__	testGeneSymbol795	False
sbtabreact796	C15488 + C00001 + C00003 <=> C06108 + C00004 + C00080		RXN__45__11746	testGeneSymbol796	True
sbtabreact797	C00637 + C00006 + C00001 <=> C00954 + C00005 + C00080		RXN__45__5581__45__INDOLE_ACETALDEHYDE__47__NADP__47__WATER__47____47__INDOLE_ACETATE_AUXIN__47__NADPH__47__PROTON__46__66__46__	testGeneSymbol797	False
sbtabreact798	C00637 + C00003 + C00001 <=> C00954 + C00004 + C00080		RXN__45__10715	testGeneSymbol798	False
sbtabreact799	CPD__45__5682 + C00006 + C00001 <=> C00149 + C00005 + C00080		RXN__45__6002__45__CPD__45__5682__47__NADP__47__WATER__47____47__MAL__47__NADPH__47__PROTON__46__38__46__	testGeneSymbol799	False
sbtabreact800	CPD__45__5682 + C00003 + C00001 <=> C00149 + C00004 + C00080		RXN__45__6002__45__CPD__45__5682__47__NAD__47__WATER__47____47__MAL__47__NADH__47__PROTON__46__36__46__	testGeneSymbol800	False
sbtabreact801	C00188 <=> CPD__45__15056 + C00001 + C00080		RXN__45__15122	testGeneSymbol801	False
sbtabreact802	C00188 <=> C00109 + C01342		THREDEHYD__45__RXN	testGeneSymbol802	False
sbtabreact803	C01412 + C00004 + C00080 <=> C06142 + C00003		RXN__45__161	testGeneSymbol803	False
sbtabreact804	C02567 + C00007 + C00001 <=> C00612 + C05665 + C00027		POLYAMINE__45__OXIDASE__45__RXN	testGeneSymbol804	False
sbtabreact805	C02478 + C00001 <=> C02209 + Non__45__Glycosylated__45__sugar__45__Acceptors		_3__46__2__46__1__46__25__45__RXN	testGeneSymbol805	False
sbtabreact806	C03798 <=> C03633		PEPTIDYLPROLYL__45__ISOMERASE__45__RXN	testGeneSymbol806	True
sbtabreact807	C00002 + C00001 <=> C00008 + C00009		_3__46__6__46__3__46__10__45__RXN	testGeneSymbol807	False
sbtabreact808	C00001 + C00002 <=> C00009 + C00008 + C00080		_3__46__6__46__3__46__9__45__RXN	testGeneSymbol808	False
sbtabreact809	C00080 + C03030 <=> C00011 + C00106		URACIL__45__5__45__CARBOXYLATE__45__DECARBOXYLASE__45__RXN	testGeneSymbol809	True
sbtabreact810	C00155 + C00065 <=> C00001 + C02291		CYSTATHIONINE__45__BETA__45__SYNTHASE__45__RXN	testGeneSymbol810	False
sbtabreact811	C00010 + C00163 + C00002 <=> C00100 + C00013 + C00020		PROPIONATE__45____45__COA__45__LIGASE__45__RXN	testGeneSymbol811	False
sbtabreact812	C00956 + C00097 + C00183 + C00002 + C00001 <=> C00080 + C05556 + C00020 + C00013		_6__46__3__46__2__46__26__45__RXN	testGeneSymbol812	False
sbtabreact813	C00022 + C00683 <=> C00036 + C00100		_2__46__1__46__3__46__1__45__RXN	testGeneSymbol813	True
sbtabreact814	C00100 + C00002 + C00288 <=> C00080 + C00683 + C00009 + C00008		PROPIONYL__45__COA__45__CARBOXY__45__RXN	testGeneSymbol814	False
sbtabreact815	C00002 + CPD1G__45__277 + C00288 <=> CPD1G__45__332 + C00008 + C00009 + C00080		RXN1G__45__4355	testGeneSymbol815	False
sbtabreact816	C00254 + C00006 <=> C01179 + C00011 + C00005		PREPHENATE__45__DEHYDROGENASE__45__NADP__43____45__RXN	testGeneSymbol816	True
sbtabreact817	C00979 + C00320 <=> C00080 + C05824 + C00033		SULFOCYS__45__RXN	testGeneSymbol817	True
sbtabreact818	C00979 + C00283 <=> C00080 + C00097 + C00033		ACSERLY__45__RXN	testGeneSymbol818	True
sbtabreact819	C00085 <=> C00275		MANNPISOM__45__RXN	testGeneSymbol819	False
sbtabreact820	C00003 + C00392 <=> CPD__45__15373 + C00080 + C00004		_1__46__1__46__1__46__255__45__RXN	testGeneSymbol820	True
sbtabreact821	C00080 + CPD__45__10576 + C00007 + C00004 <=> C02375 + C00011 + C00001 + C00003		RXN__45__9912	testGeneSymbol821	False
sbtabreact822	C01697 + C00006 <=> C00962 + C00005 + C00080		RXN__45__12078	testGeneSymbol822	True
sbtabreact823	C14103 + C00007 + C00004 + C00080 <=> C06730 + C00011 + C00001 + C00003		RXN__45__10078	testGeneSymbol823	False
sbtabreact824	CPD__45__10664 + C00007 + C00004 + C00080 <=> C06730 + C00011 + C00001 + C00003		RXN__45__10079	testGeneSymbol824	False
sbtabreact825	C00080 + CPD__45__10663 + C00007 + C00004 <=> C02375 + C00011 + C00001 + C00003		RXN__45__9914	testGeneSymbol825	False
sbtabreact826	C00080 + C00805 + C00007 + C00004 <=> C00090 + C00011 + C00001 + C00003		SALICYLATE__45__1__45__MONOOXYGENASE__45__RXN	testGeneSymbol826	False
sbtabreact827	C00084 + C00006 + C00001 <=> C00033 + C00005 + C00080		RXN0__45__3962	testGeneSymbol827	False
sbtabreact828	C00080 + C00082 <=> C00011 + C00483		TYROSINE__45__DECARBOXYLASE__45__RXN	testGeneSymbol828	False
sbtabreact829	C02415 + C00024 <=> C01997 + C00010		HISTONE__45__ACETYLTRANSFERASE__45__RXN	testGeneSymbol829	True
sbtabreact830	C00010 + C00164 + C00002 <=> C00332 + C00013 + C00020		ACETOACETATE__45____45__COA__45__LIGASE__45__RXN	testGeneSymbol830	False
sbtabreact831	C00024 + C00083 + C00080 <=> C00332 + C00010 + C00011		RXN__45__11497	testGeneSymbol831	True
sbtabreact832	C19892 + C00003 + C00001 <=> C08607 + C00004 + C00080		RXN__45__11998	testGeneSymbol832	False
sbtabreact833	C05432 + C00006 <=> C15867 + C00005 + C00080		RXN__45__11974	testGeneSymbol833	False
sbtabreact834	C00957 + C01326 <=> C01755 + C00022 + C00080		MERCAPYSTRANS__45__RXN	testGeneSymbol834	True
sbtabreact835	C00080 + C00787 + C00082 + C00002 <=> C02839 + C00013 + C00020		TYROSINE__45____45__TRNA__45__LIGASE__45__RXN	testGeneSymbol835	False
sbtabreact836	C06000 + C00001 <=> C06001 + C00080 + C00010		_3__45__HYDROXYISOBUTYRYL__45__COA__45__HYDROLASE__45__RXN	testGeneSymbol836	False
sbtabreact837	C03460 + C00001 <=> C06000		METHYLACYLYLCOA__45__HYDROXY__45__RXN	testGeneSymbol837	False
sbtabreact838	C00080 + C00630 + C00016 <=> C03460 + C01352		MEPROPCOA__45__FAD__45__RXN	testGeneSymbol838	False
sbtabreact839	C00080 + C00506 <=> C00245 + C00011		CYSTAUR__45__RXN	testGeneSymbol839	True
sbtabreact840	C05275 + C00001 <=> C05264		RXN__45__13616	testGeneSymbol840	False
